biotype,chromosome_name,ensembl_gene_id,ensembl_transcript_id,function_group,gene_row_index,gene_token_ids,genomic_loc,preferred_ensembl,start_position,symbol,transcript_length
protein_coding,1,ENSG00000009790,ENST00000367025,protein_coding,227,240,3279,ENSG00000009790,209756032,TRAF3IP3,2234
protein_coding,14,ENSG00000009830,ENST00000261534,protein_coding,228,241,12254,ENSG00000009830,77274956,POMT2,4875
protein_coding,6,ENSG00000009844,ENST00000367630,protein_coding,229,242,34457,ENSG00000009844,142147162,VTA1,6991
protein_coding,7,ENSG00000009950,ENST00000313375,Transcription Factor,230,243,35783,ENSG00000009950,73593194,MLXIPL,3252
protein_coding,7,ENSG00000009954,ENST00000339594,Transcription Factor,231,244,35779,ENSG00000009954,73440406,BAZ1B,6115
protein_coding,6,ENSG00000010017,ENST00000011619,Housekeeping,232,245,32769,ENSG00000010017,13621498,RANBP9,3384
protein_coding,6,ENSG00000010030,ENST00000340181,Transcription Factor,233,246,33242,ENSG00000010030,36354091,ETV7,1605
protein_coding,1,ENSG00000010072,ENST00000295050,protein_coding,234,247,3606,ENSG00000010072,231337104,SPRTN,3223
protein_coding,1,ENSG00000010165,ENST00000361735,protein_coding,235,248,2715,ENSG00000010165,171781660,METTL13,3368
protein_coding,17,ENSG00000010244,ENST00000394670,Transcription Factor,236,250,16352,ENSG00000010244,32350132,ZNF207,13740
protein_coding,3,ENSG00000010256,ENST00000203407,protein_coding,237,251,26344,ENSG00000010256,48599002,UQCRC1,1595
protein_coding,7,ENSG00000010270,ENST00000009041,protein_coding,238,252,35347,ENSG00000010270,38178245,STARD3NL,1703
protein_coding,12,ENSG00000010278,ENST00000009180,protein_coding,239,253,8131,ENSG00000010278,6199715,CD9,1225
protein_coding,12,ENSG00000010292,ENST00000315579,protein_coding,240,255,8143,ENSG00000010292,6493356,NCAPD2,4825
protein_coding,12,ENSG00000010295,ENST00000619571,protein_coding,241,256,8145,ENSG00000010295,6538961,IFFO1,2673
protein_coding,19,ENSG00000010310,ENST00000590918,protein_coding,242,257,19668,ENSG00000010310,45668221,GIPR,3310
protein_coding,3,ENSG00000010318,ENST00000327906,protein_coding,243,258,26419,ENSG00000010318,52410660,PHF7,2127
protein_coding,3,ENSG00000010319,ENST00000231721,rare_protein_coding,244,259,26420,ENSG00000010319,52433035,SEMA3G,4993
protein_coding,3,ENSG00000010322,ENST00000345716,protein_coding,245,260,26421,ENSG00000010322,52455118,NISCH,5139
protein_coding,3,ENSG00000010327,ENST00000321725,protein_coding,246,261,26422,ENSG00000010327,52495338,STAB1,7928
protein_coding,19,ENSG00000010361,ENST00000313777,protein_coding,247,262,19803,ENSG00000010361,49806866,FUZ,1728
protein_coding,12,ENSG00000010379,ENST00000343164,rare_protein_coding,248,263,8025,ENSG00000010379,220621,SLC6A13,2188
protein_coding,X,ENSG00000010404,ENST00000340855,Housekeeping,249,264,46655,ENSG00000010404,149476988,IDS,7580
protein_coding,9,ENSG00000010438,ENST00000379405,protein_coding,250,265,39182,ENSG00000010438,33750679,PRSS3,808
protein_coding,16,ENSG00000010539,ENST00000414144,Transcription Factor,251,266,14287,ENSG00000010539,3222325,ZNF200,3008
protein_coding,12,ENSG00000010610,ENST00000011653,protein_coding,252,267,8157,ENSG00000010610,6786858,CD4,3049
protein_coding,12,ENSG00000010626,ENST00000443597,protein_coding,253,268,8160,ENSG00000010626,6873569,LRRC23,1698
protein_coding,X,ENSG00000010671,ENST00000308731,Transcription Factor,254,269,46062,ENSG00000010671,101349338,BTK,2575
protein_coding,6,ENSG00000010704,ENST00000357618,protein_coding,255,270,32923,ENSG00000010704,26087281,HFE,5176
protein_coding,1,ENSG00000010803,ENST00000695335,Transcription Factor,256,271,844,ENSG00000010803,41027202,SCMH1,3370
protein_coding,6,ENSG00000010810,ENST00000354650,protein_coding,257,272,34093,ENSG00000010810,111660332,FYN,3628
protein_coding,6,ENSG00000010818,ENST00000367603,Transcription Factor,258,273,34462,ENSG00000010818,142751469,HIVEP2,9697
protein_coding,1,ENSG00000010932,ENST00000617670,rare_protein_coding,259,274,2702,ENSG00000010932,171248471,FMO1,2152
protein_coding,1,ENSG00000011007,ENST00000613537,Housekeeping,260,275,471,ENSG00000011007,23743448,ELOA,4838
protein_coding,1,ENSG00000011009,ENST00000374514,protein_coding,261,276,473,ENSG00000011009,23791145,LYPLA2,1635
protein_coding,1,ENSG00000011021,ENST00000346436,protein_coding,262,277,235,ENSG00000011021,11806096,CLCN6,5589
protein_coding,17,ENSG00000011028,ENST00000303375,protein_coding,263,278,17045,ENSG00000011028,62627670,MRC2,5719
protein_coding,5,ENSG00000011083,ENST00000230671,rare_protein_coding,264,280,32118,ENSG00000011083,150190062,SLC6A7,3625
protein_coding,12,ENSG00000011105,ENST00000011898,protein_coding,265,281,8074,ENSG00000011105,3077355,TSPAN9,4322
protein_coding,14,ENSG00000011114,ENST00000334746,protein_coding,266,282,12427,ENSG00000011114,93237550,BTBD7,8445
protein_coding,19,ENSG00000011132,ENST00000316757,protein_coding,267,283,18565,ENSG00000011132,3750772,APBA3,2176
protein_coding,17,ENSG00000011143,ENST00000393119,protein_coding,268,284,16942,ENSG00000011143,58205441,MKS1,2343
protein_coding,3,ENSG00000011198,ENST00000644371,protein_coding,269,285,26233,ENSG00000011198,43690108,ABHD5,5298
protein_coding,X,ENSG00000011201,ENST00000262648,protein_coding,270,286,45017,ENSG00000011201,8528874,ANOS1,6265
protein_coding,19,ENSG00000011243,ENST00000397410,Transcription Factor,271,287,18912,ENSG00000011243,15380050,AKAP8L,2078
protein_coding,17,ENSG00000011258,ENST00000586178,Transcription Factor,272,288,16867,ENSG00000011258,51177425,MBTD1,5365
protein_coding,17,ENSG00000011260,ENST00000225298,Housekeeping,273,289,16869,ENSG00000011260,51260546,UTP18,1876
protein_coding,7,ENSG00000011275,ENST00000389902,Housekeeping,274,290,34933,ENSG00000011275,5620047,RNF216,5777
protein_coding,17,ENSG00000011295,ENST00000261647,protein_coding,275,291,16025,ENSG00000011295,15999784,TTC19,3050
protein_coding,19,ENSG00000011304,ENST00000356948,protein_coding,276,292,18470,ENSG00000011304,797075,PTBP1,3206
protein_coding,19,ENSG00000011332,ENST00000355526,Transcription Factor,277,293,19423,ENSG00000011332,38211006,DPF1,2301
protein_coding,11,ENSG00000011347,ENST00000539008,protein_coding,278,294,6768,ENSG00000011347,61513714,SYT7,7230
protein_coding,3,ENSG00000011376,ENST00000645846,protein_coding,279,295,26263,ENSG00000011376,45388561,LARS2,4781
protein_coding,11,ENSG00000011405,ENST00000691414,protein_coding,280,296,6089,ENSG00000011405,17077730,PIK3C2A,8428
protein_coding,19,ENSG00000011422,ENST00000340093,protein_coding,281,297,19597,ENSG00000011422,43646095,PLAUR,1368
protein_coding,7,ENSG00000011426,ENST00000265748,protein_coding,282,298,35323,ENSG00000011426,36389821,ANLN,4731
protein_coding,19,ENSG00000011451,ENST00000673675,Transcription Factor,283,299,18914,ENSG00000011451,15419978,WIZ,8987
protein_coding,9,ENSG00000011454,ENST00000373647,Housekeeping,284,300,40211,ENSG00000011454,122940833,RABGAP1,4986
protein_coding,12,ENSG00000011465,ENST00000052754,protein_coding,285,301,9446,ENSG00000011465,91140484,DCN,6850
protein_coding,19,ENSG00000011478,ENST00000012049,protein_coding,286,302,19669,ENSG00000011478,45692403,QPCTL,2125
protein_coding,19,ENSG00000011485,ENST00000012443,Housekeeping,287,303,19692,ENSG00000011485,46347087,PPP5C,2139
protein_coding,2,ENSG00000011523,ENST00000377990,protein_coding,288,304,20941,ENSG00000011523,65056354,CEP68,5803
protein_coding,2,ENSG00000011566,ENST00000263881,protein_coding,289,305,20627,ENSG00000011566,39249266,MAP4K3,4335
protein_coding,19,ENSG00000011590,ENST00000392197,rare_Transcription Factor,290,306,19349,ENSG00000011590,35704558,ZBTB32,2037
protein_coding,19,ENSG00000011600,ENST00000262629,protein_coding,291,307,19359,ENSG00000011600,35904401,TYROBP,575
protein_coding,16,ENSG00000011638,ENST00000233047,protein_coding,292,308,14585,ENSG00000011638,21158377,LDAF1,1717
protein_coding,X,ENSG00000011677,ENST00000370314,rare_protein_coding,293,309,46695,ENSG00000011677,152166234,GABRA3,3669
protein_coding,17,ENSG00000012048,ENST00000357654,Transcription Factor,294,310,16641,ENSG00000012048,43044295,BRCA1,7088
protein_coding,19,ENSG00000012061,ENST00000300853,protein_coding,295,311,19658,ENSG00000012061,45407334,ERCC1,3379
protein_coding,19,ENSG00000012124,ENST00000085219,protein_coding,296,312,19332,ENSG00000012124,35319261,CD22,3274
protein_coding,3,ENSG00000012171,ENST00000616701,protein_coding,297,313,26384,ENSG00000012171,50267558,SEMA3B,3184
protein_coding,X,ENSG00000012174,ENST00000379484,protein_coding,298,314,45170,ENSG00000012174,21839617,MBTPS2,4446
protein_coding,X,ENSG00000012211,ENST00000599218,Transcription Factor,299,315,45511,ENSG00000012211,49174802,PRICKLE3,2795
protein_coding,3,ENSG00000012223,ENST00000231751,Transcription Factor,300,316,26287,ENSG00000012223,46435645,LTF,2721
protein_coding,8,ENSG00000012232,ENST00000220562,protein_coding,301,317,37396,ENSG00000012232,28600469,EXTL3,8221
protein_coding,12,ENSG00000012504,ENST00000392986,rare_Transcription Factor,302,318,9580,ENSG00000012504,100473708,NR1H4,2739
protein_coding,6,ENSG00000012660,ENST00000304434,protein_coding,303,319,33523,ENSG00000012660,53267398,ELOVL5,2765
protein_coding,10,ENSG00000012779,ENST00000374391,protein_coding,304,320,4524,ENSG00000012779,45374176,ALOX5,2519
protein_coding,Y,ENSG00000012817,ENST00000317961,Transcription Factor,305,321,47034,ENSG00000012817,19703865,KDM5D,6825
protein_coding,12,ENSG00000012822,ENST00000550804,Transcription Factor,306,322,8939,ENSG00000012822,53708517,CALCOCO1,5576
protein_coding,14,ENSG00000012963,ENST00000013070,protein_coding,307,323,12425,ENSG00000012963,93207241,UBR7,3494
protein_coding,14,ENSG00000012983,ENST00000682126,protein_coding,308,324,11799,ENSG00000012983,50418501,MAP4K5,4270
protein_coding,2,ENSG00000013016,ENST00000322054,protein_coding,309,325,20524,ENSG00000013016,31234152,EHD3,4825
protein_coding,19,ENSG00000013275,ENST00000157812,Transcription Factor,310,326,19474,ENSG00000013275,39971165,PSMC4,1754
protein_coding,4,ENSG00000013288,ENST00000285599,protein_coding,311,327,28290,ENSG00000013288,6575189,MAN2B2,5129
protein_coding,3,ENSG00000013293,ENST00000231706,rare_protein_coding,312,328,27743,ENSG00000013293,170459548,SLC7A14,10140
protein_coding,3,ENSG00000013297,ENST00000064724,protein_coding,313,329,27741,ENSG00000013297,170418868,CLDN11,2758
protein_coding,17,ENSG00000013306,ENST00000377095,protein_coding,314,330,16680,ENSG00000013306,44319625,SLC25A39,1581
protein_coding,16,ENSG00000013364,ENST00000357402,protein_coding,315,331,14755,ENSG00000013364,29820394,MVP,2798
protein_coding,7,ENSG00000013374,ENST00000568733,protein_coding,316,332,36852,ENSG00000013374,151341772,NUB1,3109
protein_coding,6,ENSG00000013375,ENST00000513973,protein_coding,317,333,33782,ENSG00000013375,83147324,PGM3,6079
protein_coding,6,ENSG00000013392,ENST00000369724,protein_coding,318,334,33783,ENSG00000013392,83193357,RWDD2A,3769
protein_coding,2,ENSG00000013441,ENST00000321356,protein_coding,319,335,22619,ENSG00000013441,200853009,CLK1,1847
protein_coding,12,ENSG00000013503,ENST00000228347,protein_coding,320,336,9668,ENSG00000013503,106357748,POLR3B,4183
protein_coding,14,ENSG00000013523,ENST00000251089,protein_coding,321,337,12241,ENSG00000013523,76786009,ANGEL1,5287
protein_coding,5,ENSG00000013561,ENST00000394520,Transcription Factor,322,338,32003,ENSG00000013561,141958328,RNF14,4170
protein_coding,X,ENSG00000013563,ENST00000369807,protein_coding,323,339,46755,ENSG00000013563,154401236,DNASE1L1,2610
protein_coding,12,ENSG00000013573,ENST00000542838,protein_coding,324,340,8575,ENSG00000013573,31073860,DDX11,3920
protein_coding,12,ENSG00000013583,ENST00000014930,protein_coding,325,341,8343,ENSG00000013583,12974870,HEBP1,1159
protein_coding,12,ENSG00000013588,ENST00000014914,protein_coding,326,342,8339,ENSG00000013588,12890782,GPRC5A,6582
protein_coding,X,ENSG00000013619,ENST00000370401,Transcription Factor,327,343,46669,ENSG00000013619,150361422,MAMLD1,4816
protein_coding,11,ENSG00000013725,ENST00000313421,protein_coding,328,344,6749,ENSG00000013725,60971680,CD6,3252
protein_coding,4,ENSG00000013810,ENST00000313288,protein_coding,329,345,28205,ENSG00000013810,1712858,TACC3,2799
protein_coding,6,ENSG00000014123,ENST00000369278,Transcription Factor,330,346,33920,ENSG00000014123,96521595,UFL1,4226
protein_coding,11,ENSG00000014138,ENST00000265465,protein_coding,331,347,6886,ENSG00000014138,65261913,POLA2,3544
protein_coding,8,ENSG00000014164,ENST00000262577,Transcription Factor,332,348,38775,ENSG00000014164,143437659,ZC3H3,3270
protein_coding,11,ENSG00000014216,ENST00000279247,protein_coding,333,349,6884,ENSG00000014216,65180566,CAPN1,2952
protein_coding,3,ENSG00000014257,ENST00000336375,protein_coding,334,350,27271,ENSG00000014257,132317369,ACP3,3174
protein_coding,2,ENSG00000014641,ENST00000233114,protein_coding,335,351,20911,ENSG00000014641,63588609,MDH1,1296
protein_coding,4,ENSG00000014824,ENST00000264451,Transcription Factor,336,352,28664,ENSG00000014824,41990502,SLC30A9,6164
protein_coding,1,ENSG00000014914,ENST00000439741,protein_coding,337,353,2175,ENSG00000014914,149928651,MTMR11,2840
protein_coding,10,ENSG00000014919,ENST00000016171,Housekeeping,338,354,5263,ENSG00000014919,99710868,COX15,5030
protein_coding,14,ENSG00000015133,ENST00000389857,protein_coding,339,355,12397,ENSG00000015133,91271323,CCDC88C,7519
protein_coding,12,ENSG00000015153,ENST00000534854,Transcription Factor,340,356,8682,ENSG00000015153,42157104,YAF2,4096
protein_coding,10,ENSG00000015171,ENST00000381604,Transcription Factor,341,357,3909,ENSG00000015171,130088,ZMYND11,4100
protein_coding,X,ENSG00000015285,ENST00000376701,protein_coding,342,358,45495,ENSG00000015285,48676596,WAS,1829
protein_coding,16,ENSG00000015413,ENST00000690203,rare_protein_coding,343,359,15673,ENSG00000015413,89613308,DPEP1,1631
protein_coding,22,ENSG00000015475,ENST00000622694,protein_coding,344,360,24979,ENSG00000015475,17734138,BID,2177
protein_coding,7,ENSG00000015520,ENST00000381160,rare_protein_coding,345,362,35418,ENSG00000015520,44512535,NPC1L1,4982
protein_coding,17,ENSG00000015532,ENST00000017003,protein_coding,346,363,16841,ENSG00000015532,50346126,XYLT2,3507
protein_coding,8,ENSG00000015592,ENST00000350889,rare_protein_coding,347,365,37362,ENSG00000015592,27235308,STMN4,2321
protein_coding,7,ENSG00000015676,ENST00000355451,protein_coding,348,366,35416,ENSG00000015676,44379119,NUDCD3,8036
protein_coding,5,ENSG00000016082,ENST00000230658,rare_Transcription Factor,349,367,30860,ENSG00000016082,51383448,ISL1,2394
protein_coding,3,ENSG00000016391,ENST00000315251,protein_coding,350,368,26448,ENSG00000016391,53812335,CHDH,7694
protein_coding,6,ENSG00000016402,ENST00000316649,rare_protein_coding,351,369,34397,ENSG00000016402,136999971,IL20RA,3486
protein_coding,1,ENSG00000016602,ENST00000370563,rare_protein_coding,352,371,1481,ENSG00000016602,86547078,CLCA4,3211
protein_coding,3,ENSG00000016864,ENST00000266014,protein_coding,353,372,26425,ENSG00000016864,52694486,GLT8D1,1856
protein_coding,3,ENSG00000017260,ENST00000510168,protein_coding,354,373,27252,ENSG00000017260,130850595,ATP2C1,4994
protein_coding,12,ENSG00000017427,ENST00000337514,rare_protein_coding,355,374,9615,ENSG00000017427,102395874,IGF1,7277
protein_coding,X,ENSG00000017483,ENST00000620913,protein_coding,356,375,45488,ENSG00000017483,48458537,SLC38A5,1990
protein_coding,18,ENSG00000017797,ENST00000383432,Housekeeping,357,376,17606,ENSG00000017797,9475009,RALBP1,4379
protein_coding,4,ENSG00000018189,ENST00000381006,protein_coding,358,377,28984,ENSG00000018189,70704204,RUFY3,4433
protein_coding,12,ENSG00000018236,ENST00000551295,protein_coding,359,378,8669,ENSG00000018236,40692439,CNTN1,5667
protein_coding,2,ENSG00000018280,ENST00000233202,protein_coding,360,379,22855,ENSG00000018280,218382029,SLC11A1,3608
protein_coding,3,ENSG00000018408,ENST00000360632,Transcription Factor,361,380,27490,ENSG00000018408,149517235,WWTR1,5037
protein_coding,2,ENSG00000018510,ENST00000264167,protein_coding,362,381,22378,ENSG00000018510,177392746,AGPS,7633
protein_coding,X,ENSG00000018610,ENST00000644802,protein_coding,363,383,46308,ENSG00000018610,119538149,STEEP1,2301
protein_coding,1,ENSG00000018625,ENST00000361216,protein_coding,364,384,2494,ENSG00000018625,160115759,ATP1A2,5435
protein_coding,2,ENSG00000018699,ENST00000317907,protein_coding,365,385,20545,ENSG00000018699,32628032,TTC27,2888
protein_coding,19,ENSG00000018869,ENST00000586929,rare_Transcription Factor,366,386,20030,ENSG00000018869,56375846,ZNF582,3061
protein_coding,11,ENSG00000019102,ENST00000326621,protein_coding,367,387,7869,ENSG00000019102,124747474,VSIG2,1163
protein_coding,11,ENSG00000019144,ENST00000600882,protein_coding,368,388,7730,ENSG00000019144,118606440,PHLDB1,5445
protein_coding,2,ENSG00000019169,ENST00000327097,protein_coding,369,389,21732,ENSG00000019169,118942194,MARCO,1810
protein_coding,20,ENSG00000019186,ENST00000216862,rare_protein_coding,370,390,24102,ENSG00000019186,54153446,CYP24A1,3278
protein_coding,11,ENSG00000019485,ENST00000683152,rare_Transcription Factor,371,391,6412,ENSG00000019485,45095806,PRDM11,10729
protein_coding,11,ENSG00000019505,ENST00000020926,protein_coding,372,392,6414,ENSG00000019505,45240302,SYT13,5165
protein_coding,8,ENSG00000019549,ENST00000020945,Transcription Factor,373,393,37676,ENSG00000019549,48917598,SNAI2,2180
protein_coding,5,ENSG00000019582,ENST00000009530,protein_coding,374,394,32122,ENSG00000019582,150401637,CD74,1653
protein_coding,7,ENSG00000019991,ENST00000222390,rare_protein_coding,375,395,35907,ENSG00000019991,81699010,HGF,5834
protein_coding,10,ENSG00000019995,ENST00000359653,Housekeeping,376,396,5606,ENSG00000019995,124942123,ZRANB1,5695
protein_coding,1,ENSG00000020129,ENST00000373243,protein_coding,377,397,722,ENSG00000020129,35557473,NCDN,3698
protein_coding,8,ENSG00000020181,ENST00000412232,protein_coding,378,398,37524,ENSG00000020181,37784191,ADGRA2,6944
protein_coding,20,ENSG00000020256,ENST00000216923,Transcription Factor,379,400,24073,ENSG00000020256,52051663,ZFP64,3057
protein_coding,14,ENSG00000020577,ENST00000554335,protein_coding,380,402,11866,ENSG00000020577,54566117,SAMD4A,7157
protein_coding,1,ENSG00000020633,ENST00000308873,Transcription Factor,381,403,497,ENSG00000020633,24899511,RUNX3,4267
protein_coding,11,ENSG00000020922,ENST00000323929,protein_coding,382,404,7414,ENSG00000020922,94415570,MRE11,6841
protein_coding,11,ENSG00000021300,ENST00000354190,protein_coding,383,405,7110,ENSG00000021300,73646178,PLEKHB1,1977
protein_coding,6,ENSG00000021355,ENST00000380739,protein_coding,384,406,32615,ENSG00000021355,2832332,SERPINB1,2476
protein_coding,7,ENSG00000021461,ENST00000354829,rare_protein_coding,385,407,36104,ENSG00000021461,99828013,CYP3A43,1707
protein_coding,19,ENSG00000021488,ENST00000023064,rare_protein_coding,386,408,19268,ENSG00000021488,32830509,SLC7A9,1766
protein_coding,2,ENSG00000021574,ENST00000315285,protein_coding,387,409,20535,ENSG00000021574,32063556,SPAST,5268
